ST,State,County State,County,CoC Number,FIPS ID
UT,Utah,"Utah County, Utah",Utah,UT-504,49049
UT,Utah,"Wasatch County, Utah",Wasatch,UT-504,49051
UT,Utah,"Washington County, Utah",Washington,UT-503,49053
UT,Utah,"Wayne County, Utah",Wayne,UT-503,49055
UT,Utah,"Weber County, Utah",Weber,UT-503,49057
VT,Vermont,"Addison County, Vermont",Addison,VT-500,50001
VT,Vermont,"Bennington County, Vermont",Bennington,VT-500,50003
VT,Vermont,"Caledonia County, Vermont",Caledonia,VT-500,50005
VT,Vermont,"Chittenden County, Vermont",Chittenden,VT-501,50007
VT,Vermont,"Essex County, Vermont",Essex,VT-500,50009
VT,Vermont,"Franklin County, Vermont",Franklin,VT-500,50011
VT,Vermont,"Grand Isle County, Vermont",Grand Isle,VT-500,50013
VT,Vermont,"Lamoille County, Vermont",Lamoille,VT-500,50015
VT,Vermont,"Orange County, Vermont",Orange,VT-500,50017
VT,Vermont,"Orleans County, Vermont",Orleans,VT-500,50019
VT,Vermont,"Rutland County, Vermont",Rutland,VT-500,50021
VT,Vermont,"Washington County, Vermont",Washington,VT-500,50023
VT,Vermont,"Windham County, Vermont",Windham,VT-500,50025
VT,Vermont,"Windsor County, Vermont",Windsor,VT-500,50027
VI,Virgin Islands,"St. Croix Island, Virgin Islands",St. Croix Island,VI-500,
VI,Virgin Islands,"St. John Island, Virgin Islands",St. John Island,VI-500,
VI,Virgin Islands,"St. Thomas Island, Virgin Islands",St. Thomas Island,VI-500,
VA,Virginia,"Accomack County, Virginia",Accomack,VA-521,51001
VA,Virginia,"Albemarle County, Virginia",Albemarle,VA-504,51003
VA,Virginia,"Alexandria city, Virginia",Alexandria city,VA-603,51510
VA,Virginia,"Alleghany County, Virginia",Alleghany,VA-502,51005
VA,Virginia,"Amelia County, Virginia",Amelia,VA-521,51007
VA,Virginia,"Amherst County, Virginia",Amherst,VA-508,51009
VA,Virginia,"Appomattox County, Virginia",Appomattox,VA-508,51011
VA,Virginia,"Arlington County, Virginia",Arlington,VA-600,51013
VA,Virginia,"Augusta County, Virginia",Augusta,VA-521,51015
VA,Virginia,"Bath County, Virginia",Bath,VA-521,51017
VA,Virginia,"Bedford County, Virginia",Bedford,VA-508,51019
VA,Virginia,"Bland County, Virginia",Bland,VA-521,51021
VA,Virginia,"Botetourt County, Virginia",Botetourt,VA-502,51023
VA,Virginia,"Bristol city, Virginia",Bristol city,VA-521,51520
VA,Virginia,"Brunswick County, Virginia",Brunswick,VA-521,51025
VA,Virginia,"Buchanan County, Virginia",Buchanan,VA-521,51027
VA,Virginia,"Buckingham County, Virginia",Buckingham,VA-521,51029
VA,Virginia,"Buena Vista city, Virginia",Buena Vista city,VA-521,51530
VA,Virginia,"Campbell County, Virginia",Campbell,VA-508,51031
VA,Virginia,"Caroline County, Virginia",Caroline,VA-514,51033
VA,Virginia,"Carroll County, Virginia",Carroll,VA-521,51035
VA,Virginia,"Charles City County, Virginia",Charles City,VA-500,51036
VA,Virginia,"Charlotte County, Virginia",Charlotte,VA-521,51037
VA,Virginia,"Charlottesville city, Virginia",Charlottesville city,VA-504,51540
VA,Virginia,"Chesapeake city, Virginia",Chesapeake city,VA-501,51550
VA,Virginia,"Chesterfield County, Virginia",Chesterfield,VA-500,51041
VA,Virginia,"Clarke County, Virginia",Clarke,VA-513,51043
VA,Virginia,"Colonial Heights city, Virginia",Colonial Heights city,VA-521,
VA,Virginia,"Covington city, Virginia",Covington city,VA-502,51580
VA,Virginia,"Craig County, Virginia",Craig,VA-502,51045
VA,Virginia,"Culpeper County, Virginia",Culpeper,VA-521,51047
VA,Virginia,"Cumberland County, Virginia",Cumberland,VA-521,51049
VA,Virginia,"Danville city, Virginia",Danville city,VA-521,51590
VA,Virginia,"Dickenson County, Virginia",Dickenson,VA-521,51051
VA,Virginia,"Dinwiddie County, Virginia",Dinwiddie,VA-521,51053
VA,Virginia,"Emporia city, Virginia",Emporia city,VA-521,51595
VA,Virginia,"Essex County, Virginia",Essex,VA-521,51057
VA,Virginia,"Fairfax city, Virginia",Fairfax city,VA-601,51600
VA,Virginia,"Fairfax County, Virginia",Fairfax,VA-601,51059
VA,Virginia,"Falls Church city, Virginia",Falls Church city,VA-601,51610
VA,Virginia,"Fauquier County, Virginia",Fauquier,VA-521,51061
VA,Virginia,"Floyd County, Virginia",Floyd,VA-521,51063
VA,Virginia,"Fluvanna County, Virginia",Fluvanna,VA-504,51065
VA,Virginia,"Franklin city, Virginia",Franklin city,VA-501,51620
VA,Virginia,"Franklin County, Virginia",Franklin,VA-521,51067
VA,Virginia,"Frederick County, Virginia",Frederick,VA-513,51069
VA,Virginia,"Fredericksburg city, Virginia",Fredericksburg city,VA-514,51630
VA,Virginia,"Galax city, Virginia",Galax city,VA-521,51640
VA,Virginia,"Giles County, Virginia",Giles,VA-521,51071
VA,Virginia,"Gloucester County, Virginia",Gloucester,VA-521,51073
VA,Virginia,"Goochland County, Virginia",Goochland,VA-500,51075
VA,Virginia,"Grayson County, Virginia",Grayson,VA-521,51077
VA,Virginia,"Greene County, Virginia",Greene,VA-504,51079
VA,Virginia,"Greensville County, Virginia",Greensville,VA-521,51081
VA,Virginia,"Halifax County, Virginia",Halifax,VA-521,51083
VA,Virginia,"Hampton city, Virginia",Hampton city,VA-505,51650
VA,Virginia,"Hanover County, Virginia",Hanover,VA-500,51085
VA,Virginia,"Harrisonburg city, Virginia",Harrisonburg city,VA-513,51660
VA,Virginia,"Henrico County, Virginia",Henrico,VA-500,51087
VA,Virginia,"Henry County, Virginia",Henry,VA-521,51089
VA,Virginia,"Highland County, Virginia",Highland,VA-521,51091
VA,Virginia,"Hopewell city, Virginia",Hopewell city,VA-521,51670
VA,Virginia,"Isle of Wight County, Virginia",Isle of Wight,VA-501,51093
VA,Virginia,"James City County, Virginia",James City,VA-505,51095
VA,Virginia,"King and Queen County, Virginia",King and Queen,VA-521,51097
VA,Virginia,"King George County, Virginia",King George,VA-514,51099
VA,Virginia,"King William County, Virginia",King William,VA-521,51101
VA,Virginia,"Lancaster County, Virginia",Lancaster,VA-521,51103
VA,Virginia,"Lee County, Virginia",Lee,VA-521,51105
VA,Virginia,"Lexington city, Virginia",Lexington city,VA-521,51678
VA,Virginia,"Loudoun County, Virginia",Loudoun,VA-602,51107
VA,Virginia,"Louisa County, Virginia",Louisa,VA-504,51109
VA,Virginia,"Lunenburg County, Virginia",Lunenburg,VA-521,51111
VA,Virginia,"Lynchburg city, Virginia",Lynchburg city,VA-508,51680
VA,Virginia,"Madison County, Virginia",Madison,VA-521,51113
VA,Virginia,"Manassas city, Virginia",Manassas city,VA-604,51683
VA,Virginia,"Manassas Park city, Virginia",Manassas Park city,VA-604,51685
VA,Virginia,"Martinsville city, Virginia",Martinsville city,VA-521,51690
VA,Virginia,"Mathews County, Virginia",Mathews,VA-521,51115
VA,Virginia,"Mecklenburg County, Virginia",Mecklenburg,VA-521,51117
VA,Virginia,"Middlesex County, Virginia",Middlesex,VA-521,51119
VA,Virginia,"Montgomery County, Virginia",Montgomery,VA-521,51121
VA,Virginia,"Nelson County, Virginia",Nelson,VA-504,51125
VA,Virginia,"New Kent County, Virginia",New Kent,VA-500,51127
VA,Virginia,"Newport News city, Virginia",Newport News city,VA-505,51700
VA,Virginia,"Norfolk city, Virginia",Norfolk city,VA-501,51710
VA,Virginia,"Northampton County, Virginia",Northampton,VA-521,51131
VA,Virginia,"Northumberland County, Virginia",Northumberland,VA-521,51133
VA,Virginia,"Norton city, Virginia",Norton city,VA-521,51720
VA,Virginia,"Nottoway County, Virginia",Nottoway,VA-521,51135
VA,Virginia,"Orange County, Virginia",Orange,VA-521,51137
VA,Virginia,"Page County, Virginia",Page,VA-513,51139
VA,Virginia,"Patrick County, Virginia",Patrick,VA-521,51141
VA,Virginia,"Petersburg city, Virginia",Petersburg city,VA-521,51730
VA,Virginia,"Pittsylvania County, Virginia",Pittsylvania,VA-521,51143
VA,Virginia,"Poquoson city, Virginia",Poquoson city,VA-505,51735
VA,Virginia,"Portsmouth city, Virginia",Portsmouth city,VA-507,51740
VA,Virginia,"Powhatan County, Virginia",Powhatan,VA-500,51145
VA,Virginia,"Prince Edward County, Virginia",Prince Edward,VA-521,51147
VA,Virginia,"Prince George County, Virginia",Prince George,VA-521,51149
VA,Virginia,"Prince William County, Virginia",Prince William,VA-604,51153
VA,Virginia,"Pulaski County, Virginia",Pulaski,VA-521,51155
VA,Virginia,"Radford city, Virginia",Radford city,VA-521,51750
VA,Virginia,"Rappahannock County, Virginia",Rappahannock,VA-521,51157
VA,Virginia,"Richmond city, Virginia",Richmond city,VA-500,51760
VA,Virginia,"Richmond County, Virginia",Richmond,VA-521,51159
VA,Virginia,"Roanoke city, Virginia",Roanoke city,VA-502,51770
VA,Virginia,"Roanoke County, Virginia",Roanoke,VA-502,51161
VA,Virginia,"Rockbridge County, Virginia",Rockbridge,VA-521,51163
VA,Virginia,"Rockingham County, Virginia",Rockingham,VA-513,51165
VA,Virginia,"Russell County, Virginia",Russell,VA-521,51167
VA,Virginia,"Salem city, Virginia",Salem city,VA-502,51775
VA,Virginia,"Scott County, Virginia",Scott,VA-521,51169
VA,Virginia,"Shenandoah County, Virginia",Shenandoah,VA-513,51171
VA,Virginia,"Smyth County, Virginia",Smyth,VA-521,51173
VA,Virginia,"Southampton County, Virginia",Southampton,VA-501,51175
VA,Virginia,"Spotsylvania County, Virginia",Spotsylvania,VA-514,51177
VA,Virginia,"Stafford County, Virginia",Stafford,VA-514,51179
VA,Virginia,"Staunton city, Virginia",Staunton city,VA-521,51790
VA,Virginia,"Suffolk city, Virginia",Suffolk city,VA-501,51800
VA,Virginia,"Surry County, Virginia",Surry,VA-521,51181
VA,Virginia,"Sussex County, Virginia",Sussex,VA-521,51183
VA,Virginia,"Tazewell County, Virginia",Tazewell,VA-521,51185
VA,Virginia,"Virginia Beach city, Virginia",Virginia Beach city,VA-503,51810
VA,Virginia,"Warren County, Virginia",Warren,VA-513,51187
VA,Virginia,"Washington County, Virginia",Washington,VA-521,51191
VA,Virginia,"Waynesboro city, Virginia",Waynesboro city,VA-521,51820
VA,Virginia,"Westmoreland County, Virginia",Westmoreland,VA-521,51193
VA,Virginia,"Williamsburg city, Virginia",Williamsburg city,VA-505,51830
VA,Virginia,"Winchester city, Virginia",Winchester city,VA-513,51840
VA,Virginia,"Wise County, Virginia",Wise,VA-521,51195
VA,Virginia,"Wythe County, Virginia",Wythe,VA-521,51197
VA,Virginia,"York County, Virginia",York,VA-505,51199
WA,Washington,"Adams County, Washington",Adams,WA-501,53001
WA,Washington,"Asotin County, Washington",Asotin,WA-501,53003
WA,Washington,"Benton County, Washington",Benton,WA-501,53005
WA,Washington,"Chelan County, Washington",Chelan,WA-501,53007
WA,Washington,"Clallam County, Washington",Clallam,WA-501,53009
WA,Washington,"Clark County, Washington",Clark,WA-508,53011
WA,Washington,"Columbia County, Washington",Columbia,WA-501,53013
WA,Washington,"Cowlitz County, Washington",Cowlitz,WA-501,53015
WA,Washington,"Douglas County, Washington",Douglas,WA-501,53017
WA,Washington,"Ferry County, Washington",Ferry,WA-501,53019
WA,Washington,"Franklin County, Washington",Franklin,WA-501,53021
WA,Washington,"Garfield County, Washington",Garfield,WA-501,53023
WA,Washington,"Grant County, Washington",Grant,WA-501,53025
WA,Washington,"Grays Harbor County, Washington",Grays Harbor,WA-501,53027
WA,Washington,"Island County, Washington",Island,WA-501,53029
WA,Washington,"Jefferson County, Washington",Jefferson,WA-501,53031
WA,Washington,"King County, Washington",King,WA-500,53033
WA,Washington,"Kitsap County, Washington",Kitsap,WA-501,53035
WA,Washington,"Kittitas County, Washington",Kittitas,WA-501,53037
WA,Washington,"Klickitat County, Washington",Klickitat,WA-501,53039
WA,Washington,"Lewis County, Washington",Lewis,WA-501,53041
WA,Washington,"Lincoln County, Washington",Lincoln,WA-501,53043
WA,Washington,"Mason County, Washington",Mason,WA-501,53045
WA,Washington,"Okanogan County, Washington",Okanogan,WA-501,53047
WA,Washington,"Pacific County, Washington",Pacific,WA-501,53049
WA,Washington,"Pend Oreille County, Washington",Pend Oreille,WA-501,53051
WA,Washington,"Pierce County, Washington",Pierce,WA-503,53053
WA,Washington,"San Juan County, Washington",San Juan,WA-501,53055
WA,Washington,"Skagit County, Washington",Skagit,WA-501,53057
WA,Washington,"Skamania County, Washington",Skamania,WA-501,53059
WA,Washington,"Snohomish County, Washington",Snohomish,WA-504,53061
WA,Washington,"Spokane County, Washington",Spokane,WA-502,53063
WA,Washington,"Stevens County, Washington",Stevens,WA-501,53065
WA,Washington,"Thurston County, Washington",Thurston,WA-501,53067
WA,Washington,"Wahkiakum County, Washington",Wahkiakum,WA-501,53069
WA,Washington,"Walla Walla County, Washington",Walla Walla,WA-501,53071
WA,Washington,"Whatcom County, Washington",Whatcom,WA-501,53073
WA,Washington,"Whitman County, Washington",Whitman,WA-501,53075
WA,Washington,"Yakima County, Washington",Yakima,WA-501,53077
WV,West Virginia,"Barbour County, West Virginia",Barbour,WV-508,54001
WV,West Virginia,"Berkeley County, West Virginia",Berkeley,WV-508,54003
WV,West Virginia,"Boone County, West Virginia",Boone,WV-503,54005
WV,West Virginia,"Braxton County, West Virginia",Braxton,WV-508,54007
WV,West Virginia,"Brooke County, West Virginia",Brooke,WV-500,54009
WV,West Virginia,"Cabell County, West Virginia",Cabell,WV-501,54011
WV,West Virginia,"Calhoun County, West Virginia",Calhoun,WV-508,54013
WV,West Virginia,"Clay County, West Virginia",Clay,WV-503,54015
WV,West Virginia,"Doddridge County, West Virginia",Doddridge,WV-508,54017
WV,West Virginia,"Fayette County, West Virginia",Fayette,WV-508,54019
WV,West Virginia,"Gilmer County, West Virginia",Gilmer,WV-508,54021
WV,West Virginia,"Grant County, West Virginia",Grant,WV-508,54023
WV,West Virginia,"Greenbrier County, West Virginia",Greenbrier,WV-508,54025
WV,West Virginia,"Hampshire County, West Virginia",Hampshire,WV-508,54027
WV,West Virginia,"Hancock County, West Virginia",Hancock,WV-500,54029
WV,West Virginia,"Hardy County, West Virginia",Hardy,WV-508,54031
WV,West Virginia,"Harrison County, West Virginia",Harrison,WV-508,54033
WV,West Virginia,"Jackson County, West Virginia",Jackson,WV-508,54035
WV,West Virginia,"Jefferson County, West Virginia",Jefferson,WV-508,54037
WV,West Virginia,"Kanawha County, West Virginia",Kanawha,WV-503,54039
WV,West Virginia,"Lewis County, West Virginia",Lewis,WV-508,54041
WV,West Virginia,"Lincoln County, West Virginia",Lincoln,WV-508,54043
WV,West Virginia,"Logan County, West Virginia",Logan,WV-508,54045
WV,West Virginia,"Marion County, West Virginia",Marion,WV-508,54049
WV,West Virginia,"Marshall County, West Virginia",Marshall,WV-500,54051
WV,West Virginia,"Mason County, West Virginia",Mason,WV-508,54053
WV,West Virginia,"McDowell County, West Virginia",McDowell,WV-508,54047
WV,West Virginia,"Mercer County, West Virginia",Mercer,WV-508,54055
WV,West Virginia,"Mineral County, West Virginia",Mineral,WV-508,54057
WV,West Virginia,"Mingo County, West Virginia",Mingo,WV-508,54059
WV,West Virginia,"Monongalia County, West Virginia",Monongalia,WV-508,54061
WV,West Virginia,"Monroe County, West Virginia",Monroe,WV-508,54063
WV,West Virginia,"Morgan County, West Virginia",Morgan,WV-508,54065
WV,West Virginia,"Nicholas County, West Virginia",Nicholas,WV-508,54067
WV,West Virginia,"Ohio County, West Virginia",Ohio,WV-500,54069
WV,West Virginia,"Pendleton County, West Virginia",Pendleton,WV-508,54071
WV,West Virginia,"Pleasants County, West Virginia",Pleasants,WV-508,54073
WV,West Virginia,"Pocahontas County, West Virginia",Pocahontas,WV-508,54075
WV,West Virginia,"Preston County, West Virginia",Preston,WV-508,54077
WV,West Virginia,"Putnam County, West Virginia",Putnam,WV-503,54079
WV,West Virginia,"Raleigh County, West Virginia",Raleigh,WV-508,54081
WV,West Virginia,"Randolph County, West Virginia",Randolph,WV-508,54083
WV,West Virginia,"Ritchie County, West Virginia",Ritchie,WV-508,54085
WV,West Virginia,"Roane County, West Virginia",Roane,WV-508,54087
WV,West Virginia,"Summers County, West Virginia",Summers,WV-508,54089
WV,West Virginia,"Taylor County, West Virginia",Taylor,WV-508,54091
WV,West Virginia,"Tucker County, West Virginia",Tucker,WV-508,54093
WV,West Virginia,"Tyler County, West Virginia",Tyler,WV-508,54095
WV,West Virginia,"Upshur County, West Virginia",Upshur,WV-508,54097
WV,West Virginia,"Wayne County, West Virginia",Wayne,WV-501,54099
WV,West Virginia,"Webster County, West Virginia",Webster,WV-508,54101
WV,West Virginia,"Wetzel County, West Virginia",Wetzel,WV-500,54103
WV,West Virginia,"Wirt County, West Virginia",Wirt,WV-508,54105
WV,West Virginia,"Wood County, West Virginia",Wood,WV-508,54107
WV,West Virginia,"Wyoming County, West Virginia",Wyoming,WV-508,54109
WI,Wisconsin,"Adams County, Wisconsin",Adams,WI-500,55001
WI,Wisconsin,"Ashland County, Wisconsin",Ashland,WI-500,55003
WI,Wisconsin,"Barron County, Wisconsin",Barron,WI-500,55005
WI,Wisconsin,"Bayfield County, Wisconsin",Bayfield,WI-500,55007
WI,Wisconsin,"Brown County, Wisconsin",Brown,WI-500,55009
WI,Wisconsin,"Buffalo County, Wisconsin",Buffalo,WI-500,55011
WI,Wisconsin,"Burnett County, Wisconsin",Burnett,WI-500,55013
WI,Wisconsin,"Calumet County, Wisconsin",Calumet,WI-500,55015
WI,Wisconsin,"Chippewa County, Wisconsin",Chippewa,WI-500,55017
WI,Wisconsin,"Clark County, Wisconsin",Clark,WI-500,55019
WI,Wisconsin,"Columbia County, Wisconsin",Columbia,WI-500,55021
WI,Wisconsin,"Crawford County, Wisconsin",Crawford,WI-500,55023
WI,Wisconsin,"Dane County, Wisconsin",Dane,WI-503,55025
WI,Wisconsin,"Dodge County, Wisconsin",Dodge,WI-500,55027
WI,Wisconsin,"Door County, Wisconsin",Door,WI-500,55029
WI,Wisconsin,"Douglas County, Wisconsin",Douglas,WI-500,55031
WI,Wisconsin,"Dunn County, Wisconsin",Dunn,WI-500,55033
WI,Wisconsin,"Eau Claire County, Wisconsin",Eau Claire,WI-500,55035
WI,Wisconsin,"Florence County, Wisconsin",Florence,WI-500,55037
WI,Wisconsin,"Fond du Lac County, Wisconsin",Fond du Lac,WI-500,55039
WI,Wisconsin,"Forest County, Wisconsin",Forest,WI-500,55041
WI,Wisconsin,"Grant County, Wisconsin",Grant,WI-500,55043
WI,Wisconsin,"Green County, Wisconsin",Green,WI-500,55045
WI,Wisconsin,"Green Lake County, Wisconsin",Green Lake,WI-500,55047
WI,Wisconsin,"Iowa County, Wisconsin",Iowa,WI-500,55049
WI,Wisconsin,"Iron County, Wisconsin",Iron,WI-500,55051
WI,Wisconsin,"Jackson County, Wisconsin",Jackson,WI-500,55053
WI,Wisconsin,"Jefferson County, Wisconsin",Jefferson,WI-500,55055
WI,Wisconsin,"Juneau County, Wisconsin",Juneau,WI-500,55057
WI,Wisconsin,"Kenosha County, Wisconsin",Kenosha,WI-500,55059
WI,Wisconsin,"Kewaunee County, Wisconsin",Kewaunee,WI-500,55061
WI,Wisconsin,"La Crosse County, Wisconsin",La Crosse,WI-500,55063
WI,Wisconsin,"Lafayette County, Wisconsin",Lafayette,WI-500,55065
WI,Wisconsin,"Langlade County, Wisconsin",Langlade,WI-500,55067
WI,Wisconsin,"Lincoln County, Wisconsin",Lincoln,WI-500,55069
WI,Wisconsin,"Manitowoc County, Wisconsin",Manitowoc,WI-500,55071
WI,Wisconsin,"Marathon County, Wisconsin",Marathon,WI-500,55073
WI,Wisconsin,"Marinette County, Wisconsin",Marinette,WI-500,55075
WI,Wisconsin,"Marquette County, Wisconsin",Marquette,WI-500,55077
WI,Wisconsin,"Menominee County, Wisconsin",Menominee,WI-500,55078
WI,Wisconsin,"Milwaukee County, Wisconsin",Milwaukee,WI-501,55079
WI,Wisconsin,"Monroe County, Wisconsin",Monroe,WI-500,55081
WI,Wisconsin,"Oconto County, Wisconsin",Oconto,WI-500,55083
WI,Wisconsin,"Oneida County, Wisconsin",Oneida,WI-500,55085
WI,Wisconsin,"Outagamie County, Wisconsin",Outagamie,WI-500,55087
WI,Wisconsin,"Ozaukee County, Wisconsin",Ozaukee,WI-500,55089
WI,Wisconsin,"Pepin County, Wisconsin",Pepin,WI-500,55091
WI,Wisconsin,"Pierce County, Wisconsin",Pierce,WI-500,55093
WI,Wisconsin,"Polk County, Wisconsin",Polk,WI-500,55095
WI,Wisconsin,"Portage County, Wisconsin",Portage,WI-500,55097
WI,Wisconsin,"Price County, Wisconsin",Price,WI-500,55099
WI,Wisconsin,"Racine County, Wisconsin",Racine,WI-502,55101
WI,Wisconsin,"Richland County, Wisconsin",Richland,WI-500,55103
WI,Wisconsin,"Rock County, Wisconsin",Rock,WI-500,55105
WI,Wisconsin,"Rusk County, Wisconsin",Rusk,WI-500,55107
WI,Wisconsin,"Sauk County, Wisconsin",Sauk,WI-500,55111
WI,Wisconsin,"Sawyer County, Wisconsin",Sawyer,WI-500,55113
WI,Wisconsin,"Shawano County, Wisconsin",Shawano,WI-500,55115
WI,Wisconsin,"Sheboygan County, Wisconsin",Sheboygan,WI-500,55117
